CUSTOMER REF.	CUSTOMER ID	NAME OF THE CUSTOMERS	ROUTE NAME	LINKS NAME	CORE/CORES LEASED	BANDWIDTH	DISTANCE (KM)	PRICE/ CORE/ PER KM/ PER MONTH (USD)	MONTHLY LINK VALUE (USD)	MONTHLY LINK (KES)	LINK CLASS	CONTRACT DURATION (YRS)	TOTAL CONTRACT VALUE (USD)	TOTAL CONTRACT VALUE (KES)	
KP1.4D.1.3.32		ICON FIBER SOLUTION	EADC<>RUAI KPLC OFFICE	EADC<>EMBAKASI SS	1		3.52	20	70.4		METRO	6	" 5,068.80 "		
KP1.4D.1.3.32		ICON FIBER SOLUTION	EADC<>RUAI KPLC OFFICE	EMBAKASI SS<>DANDORA SS	1		14.5	19	275.5		PREMIUM	6	" 19,836.00 "		
KP1.4D.1.3.32		ICON FIBER SOLUTION	EADC<>RUAI KPLC OFFICE	DANDORA SS<>NCC JUJA RD	1		1.79	19	34.01		PREMIUM	6	" 2,448.72 "		
KP1.4D.1.3.32		ICON FIBER SOLUTION	EADC<>RUAI KPLC OFFICE	EADC<>EMBAKASI SS	1		3.52	20	 70.40 		METRO	6	" 5,068.80 "		
KP1.4D.1.3.32		ICON FIBER SOLUTION	EADC<>RUAI KPLC OFFICE	EMBAKASI SS<>DANDORA SS	1		14.5	19	 275.50 		PREMIUM	6	" 19,836.00 "		
KP1.4D.1.3.32		ICON FIBER SOLUTION	EADC<>RUAI KPLC OFFICE	DANDORA SS<>NCC JUJA RD	1		1.79	19	 34.01 		PREMIUM	6	" 2,448.72 "		
KP1.4D.1.3.32		ICON FIBER SOLUTION	EADC<>RUAI KPLC OFFICE	NCC JUJA RD<>KOMAROCK SS	1		1.05	20	 21.00 		METRO	6	" 1,512.00 "		
KP1.4D.1.3.32		ICON FIBER SOLUTION	EADC<>RUAI KPLC OFFICE	KOMAROCK SS<>RUAI KPLC OFFICE	1		11.94	20	 238.80 		METRO	6	" 17,193.60 "		
KP1.4D.1.3.32		ICON FIBER SOLUTION	EADC<>RUIRU SS	EADC<>NEW INDUSTRIAL	1		4.54	20	 90.80 		METRO	10	" 10,896.00 "		
KP1.4D.1.3.32		ICON FIBER SOLUTION	EADC<>RUIRU SS	NEW INDUSTRIAL<>NAIROBI SOUTH	1		6.08	20	 121.60 		METRO	10	" 14,592.00 "		
KP1.4D.1.3.32		ICON FIBER SOLUTION	EADC<>RUIRU SS	NAIROBI SOUTH<>RUARAKA 132	1		13.15	20	 263.00 		METRO	10	" 31,560.00 "		
KP1.4D.1.3.32		ICON FIBER SOLUTION	EADC<>RUIRU SS	RUARAKA 132<>RUIRU SS	1		14.54	18	 261.72 		NON PREMIUM	10	" 31,406.40 "		
KP1.4D.1/3/2		WANANCHI GROUP	NAIROBI<>MOMBASA	EMBAKASI<> DANDORA NCC	2		13.5	19	 513.00 		PREMIUM	6	" 36,936.00 "		
KP1.4D.1/3/2		WANANCHI GROUP	NAIROBI<>MOMBASA	DANDORA <> NCC JUJA RD	2		1.8	19	 68.40 		PREMIUM	6	" 4,924.80 "		
KP1.4D.1/3/2		WANANCHI GROUP	NAIROBI<>MOMBASA	NCC JUJA RD<>KIBOKO SS	2		156.7	19	" 5,954.60 "		PREMIUM	6	" 428,731.20 "		
KP1.4D.1/3/2		WANANCHI GROUP	NAIROBI<>MOMBASA	KIBOKO SS<>VOI SS	2		170.9	19	" 6,494.20 "		PREMIUM	6	" 467,582.40 "		
KP1.4D.1/3/2		WANANCHI GROUP	NAIROBI<>MOMBASA	VOI SS<>RABAI SS	2		133.6	19	" 5,076.80 "		PREMIUM	6	" 365,529.60 "		
KP1.4D.1/3/2		WANANCHI GROUP	NAIROBI<>MOMBASA	RABAI SS<> KIPEVU HT SS	2		18	19	 684.00 		PREMIUM	6	" 49,248.00 "		
KP1.4D.1/3/2		WANANCHI GROUP	NAIROBI<>MOMBASA	KIPEVU HT SS<> MAKANDE SS	2		2.2	20	 88.00 		METRO	6	" 6,336.00 "		
KP1.4D.1/3/5		WANANCHI TELECOM	NAIROBI<> LESSOS	EMBAKASI SS <>NAIVASHA SS	1		96	19	" 1,824.00 "		PREMIUM	6	" 131,328.00 "		
KP1.4D.1/3/5		WANANCHI TELECOM	NAIROBI<> LESSOS	NAIVASHA SS<>LANET SS	1		71	19	" 1,349.00 "		PREMIUM	6	" 97,128.00 "		
KP1.4D.1/3/5		WANANCHI TELECOM	NAIROBI<> LESSOS	LANET SS<> MAKUTANO SS	1		73	19	" 1,387.00 "		PREMIUM	6	" 99,864.00 "		
KP1.4D.1/3/5		WANANCHI TELECOM	NAIROBI<> LESSOS	MAKUTANO<> LESSOS SS	2		53	19	" 2,014.00 "		PREMIUM	6	" 145,008.00 "		
KP1.4D.1/3/5		WANANCHI TELECOM	LESSOS <>CHEMOSIT	LESSOS<>MUHORONI	1		57.5	19	" 1,092.50 "		PREMIUM	6	" 78,660.00 "		
KP1.4D.1/3/5		WANANCHI TELECOM	LESSOS <>CHEMOSIT	LESSOS RC<>MUHORONI SS	1		57.84	25	" 1,446.00 "		PREMIUM	2	" 34,704.00 "		
KP1.4D.1/3/5		WANANCHI TELECOM	LESSOS <>CHEMOSIT	MUHORONI SS<>CHEMOSIT	1		32	25	 800.00 		PREMIUM	2	" 19,200.00 "		
KP1.4D.1/3/5		WANANCHI TELECOM	KISUMU<>UGUNJA	KISUMU EHSE<>KISUMU EAST SS	1		4.41	25	 110.25 		PREMIUM	2	" 2,646.00 "		
KP1.4D.1/3/5		WANANCHI TELECOM	KISUMU<>UGUNJA	KISUMU EHSE<>KISUMU MAMBOLEO SS	1		8.1	25	 202.50 		PREMIUM	2	" 4,860.00 "		
KP1.4D.1/3/5		WANANCHI TELECOM	KISUMU<>UGUNJA	KISUMU MAMBOLEO SS<> MARAGOLI HILL SS	1		24.56	24	 589.44 		NON PREMIUM	2	" 14,146.56 "		
KP1.4D.1/3/5		WANANCHI TELECOM	KISUMU<>UGUNJA	MASENO<>NYAMNINA SS	1		17.14	24	 411.36 		NON PREMIUM	2	" 9,872.64 "		
KP1.4D.1/3/5		WANANCHI TELECOM	KISUMU<>UGUNJA	NYAMNINA SS<>RANGALA SS	1		22.93	24	 550.32 		NON PREMIUM	2	" 13,207.68 "		
KP1.4D.1/3/5		WANANCHI TELECOM	KISUMU<>UGUNJA	RANGALA SS<>UGUNJA SS	1		7.41	24	 177.84 		NON PREMIUM	2	" 4,268.16 "		
KP1.4D.1/3/5		WANANCHI TELECOM	LESSOS<>TOWER 40	LESSOS<>TOWER 40	1		164	19	" 3,116.00 "		PREMIUM	6	" 224,352.00 "		
KP1.4D.1/3/5		WANANCHI TELECOM	LESSOS<>TOWER 41	RIVATEX<>KVDA PLAZA	1		11.8	19	 224.20 		PREMIUM	6	" 16,142.40 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	NAIROBI <>MOMBASA	NAIROBI <>MOMBASA	2		500	27	" 27,000.00 "		IRU	10	" 3,240,000.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	LANET<>SOILO<>LESSOS	LANET SS<>SOILO<>LESSOS SS	2		125	27	" 6,750.00 "		IRU	10	" 810,000.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	LESSOS<>KISUMU MAMBOLEO	LESSOS SS<>KISUMU MAMBOLEO	2		112	27	" 6,048.00 "		IRU	10	" 725,760.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	NAIROBI<>LANET	NAIROBI EMBAKASI SS<>LANET	2		71	27	" 3,834.00 "		IRU	10	" 460,080.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	RIVATEX<>LESSOS	RIVATEX SS<>LESSOS SS	2		32	27	" 1,728.00 "		IRU	10	" 207,360.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	RIVERTEX<>KVDAPLAZA	RIVERTEX SS<>KVDAPLAZA	2		15	27	 810.00 		IRU	10	" 97,200.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	LESSOS<>MACHAKUSI	LESSOS SS<>MACHAKUSI	2		132	27	" 7,128.00 "		IRU	10	" 855,360.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	KVDA PLAZA<>KITALE DEPOT	KVDA<>ELDORET DEPOT	1		2.154	20	 43.08 		METRO	6	" 3,101.76 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	KVDA PLAZA<>KITALE DEPOT	ELDORET DEPOT <>RIVATEX	1		5.79	20	 115.80 		METRO	6	" 8,337.60 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	KVDA PLAZA<>KITALE DEPOT	RIVATEX SS<>KITALE DEPOT	1		70	18	" 1,260.00 "		NON PREMIUM	6	" 90,720.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	DANDORA SS<> PARKSIDE TOWERS	DANDORA <>PARKSIDE OVERHEAD	2		16.9	20	 676.00 		METRO	10	" 81,120.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	DANDORASS<> MACHAKOS KPLC OFFICE	DANDORA SS<>JUJA RD	1		1.8	19	 34.20 		PREMIUM	10	" 4,104.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	DANDORASS<> MACHAKOS KPLC OFFICE	JUJA RD<>KONZA SS	1		59.67	19	" 1,133.73 "		PREMIUM	10	" 136,047.60 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	DANDORASS<> MACHAKOS KPLC OFFICE	KONZA SS<>MACHAKOS SS	1		26.36	19	 500.84 		PREMIUM	10	" 60,100.80 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	DANDORASS<> MACHAKOS KPLC OFFICE	MACHAKOS SS<>MACHAKOS KPLC OFFICE	1		3.27	18	 58.86 		NON PREMIUM	10	" 7,063.20 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	DANDORA SS<>KAMBURU SS	DANDORA SS<>KAMBURU SS	1		109.5	18	" 1,971.00 "		NON PREMIUM	10	" 236,520.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	DANDORA SS<>KAMBURU SS	KAMBURU 220 SS<>KAMBURU 132 SS	1		2	18	 36.00 		NON PREMIUM	10	" 4,320.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	DANDORA SS<>KAMBURU SS	KAMBURU 132SS<>KINDARUMA 132	1		18	18	 324.00 		NON PREMIUM	10	" 38,880.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	KAMBURU<>KARATINA	KAMBURU 132<>NEW KUTUS	1		91.95	18	" 1,655.10 "		NON PREMIUM	10	" 198,612.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	KAMBURU<>KARATINA	NEW KUTUS SS<>KERUGOYA SS	1		16.78	18	 302.04 		NON PREMIUM	10	" 36,244.80 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	KAMBURU<>KARATINA	KERUGOYA SS<>KAGUMO SS	1		7.55	18	 135.90 		NON PREMIUM	10	" 16,308.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	KAMBURU<>KARATINA	KAGUMO SS<>KARATINA SS	1		20.01	18	 360.18 		NON PREMIUM	10	" 43,221.60 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	MAKANDE SS<<> UKUNDA KPLC OFFICE	MAKANDE SS<>KIPEVU HILLTOP 	1		2.26	19	 42.94 		PREMIUM	10	" 5,152.80 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	MAKANDE SS<<> UKUNDA KPLC OFFICE	KIPEVU HILLTOP<>RABAI	1		18.01	19	 342.19 		PREMIUM	10	" 41,062.80 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	MAKANDE SS<<> UKUNDA KPLC OFFICE	RABAI<>DIANI SS	1		50.49	18	 908.82 		NON PREMIUM	10	" 109,058.40 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	MAKANDE SS<<> UKUNDA KPLC OFFICE	DIANI SS<>UKUNDA KPLC OFFICE	1		3.5	18	 63.00 		NON PREMIUM	10	" 7,560.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	 MAKANDE<>MALINDI 	 MAKANDE SS<>NYALI SS 	 1 		 7.00 	20	 140.00 		METRO	 10 	" 16,800.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	 MAKANDE<>MALINDI 	NYALI SS<>SHANZU SS	1		13	18	 234.00 		NON PREMIUM	10	" 28,080.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	 MAKANDE<>MALINDI 	SHANZU SS<>KANAMAI SS	1		11.46	18	 206.28 		NON PREMIUM	10	" 24,753.60 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	 MAKANDE<>MALINDI 	KANAMAI SS<> KILIFI SS	1		45.39	18	 817.02 		NON PREMIUM	10	" 98,042.40 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	 MAKANDE<>MALINDI 	KILIFI SS<>GEDE SS	1		43.84	18	 789.12 		NON PREMIUM	10	" 94,694.40 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	 MAKANDE<>MALINDI 	GEDE SS<>MALINDI DEPOT 	1		13.5	18	 243.00 		NON PREMIUM	10	" 29,160.00 "		
KP1.4D.1/3/5		AIRTEL NETWORKS KENYA LIMITED	LAMU 220 KV(HINDI<>LAMU 32/11KVMOKOWE	LAMU 220 KV(HINDI<>LAMU 32/11KVMOKOWE	1		18.6	18	 334.80 		NON PREMIUM	10	" 40,176.00 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	KERICHO OFF/TOWN - KERICHO SS	KERICHO OFF/TOWN <> KERICHO SS	1		3.35	20	 67.00 		METRO	6	" 4,824.00 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	KERICHO SS  - CHEMOSIT 	KERICHO SS  <> CHEMOSIT 	1		19.5	18	 351.00 		NON PREMIUM	6	" 25,272.00 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	KERICHO SS  - CHEMOSIT 	NAKURU WEST (SOILO) <> NJORO SS	1		16.345	20	 326.90 		METRO	6	" 23,536.80 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	KERICHO SS  - CHEMOSIT 	LANET SS <> NAKURU EHOUSE	2		9.77	20	 390.80 		METRO	6	" 28,137.60 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	E/HOUSE NAKURU <>KABARAK SS	EHOUSE NAKURU  <> NAKURU WEST SS (SOILO) 	1		8.1	20	 162.00 		METRO	6	" 11,664.00 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	E/HOUSE NAKURU <>KABARAK SS	NAKURU WEST SS (SOILO)  <> KABARAK SS	1		33.07	18	 595.26 		NON PREMIUM	6	" 42,858.72 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	CHEMOSIT SS-BOMET OFFICE	CHEMOSIT SS<>MOGOGOSIEK<>BOMET OFFICE	1		52.87	18	 951.66 		NON PREMIUM	6	" 68,519.52 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	CHEMOSIT SS-BOMET OFFICE	LITEIN SS<>SOTIK SS	1		20.51	18	 369.18 		NON PREMIUM	6	" 26,580.96 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	NAIVASHA 132 SS<>NAROK SS	NAIVASHA 132KVSS<>SUSWA SS	1		55.08	19	" 1,046.52 "		PREMIUM	6	" 75,349.44 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	NAIVASHA 132 SS<>NAROK SS	SUSWA SS <> NAROK SS	1		65.76	18	" 1,183.68 "		NON PREMIUM	6	" 85,224.96 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	NAIVASHA 132 SS<>NAROK SS	EHOUSE NAKURU<>DEPOT<>NAKURU WEST SS (SOILO)	1		8.1	20	 162.00 		METRO	6	" 11,664.00 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	MTWAPA OFFICE<>NYALI OFFICE	KANAMAI <>MTWAPA OFFICE <> SHANZU<>NYALI	1		21.54	20	 430.80 		METRO	6	" 31,017.60 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	MTWAPA OFFICE<>NYALI OFFICE	ICOLO (MBA1) <> JOMVU SS	2		3.34	20	 133.60 		METRO	6	" 9,619.20 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	ICOLO MBA1<>DIGO RD ODF	JOMVU SS <> RABAI <> KIPEVU <>MAKANDE	2		31.56	27	" 1,704.24 "		IRU	6	" 122,705.28 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	ICOLO MBA1<>DIGO RD ODF	MAKANDE SS <> MBARAKI SS <> EHOUSE(MBS)<> DIGO RD	2		5.92	35	 414.40 		IRU	6	" 29,836.80 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	KIPEVU SS<>NYALI CENTER ODF	KIPEVU SS <> MAKANDE SS	1		2	27	 54.00 		IRU	6	" 3,888.00 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	KIPEVU SS<>NYALI CENTER ODF	MAKANDE SS <> NYALI CENTER ODF	1		10.49	35	 367.15 		IRU	6	" 26,434.80 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	KIPEVU SS<>MAKANDE SS	KIPEVU SS <> MAKANDE SS 4 CORES	4		2	27	 216.00 		IRU	6	" 15,552.00 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	EMBAKASI SS<>NYANYUKI SS	EMBAKASI SS <>DANDORA SS	2		13.6	19	 516.80 		PREMIUM	5	" 31,008.00 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	EMBAKASI SS<>NYANYUKI SS	DANDORA SS <> KAMBURU 220 SS	2		109.5	18	" 3,942.00 "		NON PREMIUM	5	" 236,520.00 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	EMBAKASI SS<>NYANYUKI SS	KAMBURU 132 SS <> KIGANJO SS	2		101	18	" 3,636.00 "		NON PREMIUM	5	" 218,160.00 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	EMBAKASI SS<>NYANYUKI SS	KIGANJO SS  <> NANYUKI SS	2		52	18	" 1,872.00 "		NON PREMIUM	5	" 112,320.00 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	KIGANJO SS <>RURINGU SS 	KIGANJO SS  <> RURINGU SS 4 CORES	4		15	18	" 1,080.00 "		NON PREMIUM	5	" 64,800.00 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	KIGANJO SS <> RURINGU SS 	KIGANJO SS <> RURINGU SS 1 CORES	1		15	18	 270.00 		NON PREMIUM	6	" 19,440.00 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	KIGANJO SS<>EMBU OFFICE	KIGANJO SS  <> NEW KUTUS SS <>EMBU TOWN SS <> EMBU KPLC OFFICE	1		69.44	18	" 1,249.92 "		NON PREMIUM	6	" 89,994.24 "		
KP1/4D.1/3/3		JAMII TELECOMMUNICATIONS LTD	NEW KUTUS<>NEW OFFICE	NEW KUTUS SS  <> EMBU TOWN OFFICE	1		9.61	18	 172.98 		NON PREMIUM	6	" 12,454.56 "		
