CUSTOMER REF.	CUSTOMER ID	NAME OF THE CUSTOMERS	ROUTE NAME	LINKS NAME	CORE/CORES LEASED	BANDWIDTH	DISTANCE (KM)	PRICE/ CORE/ PER KM/ PER MONTH (USD)	MONTHLY LINK VALUE (USD)	MONTHLY LINK (KES)	LINK CLASS	CONTRACT DURATION (YRS)	TOTAL CONTRACT VALUE (USD)	TOTAL CONTRACT VALUE (KES)	
KP1/4D.1/3/50		ZOOM	ICOLO<>DIGO ROAD ODF	ICOLO MBA1<>JOMVU SS	1		 3.44 	20	 68.80 		METRO	6	" 4,953.60 "		
KP1/4D.1/3/50		ZOOM	ICOLO<>DIGO ROAD ODF	JOMVU SS<>KIPEVU HT	1		 8.72 	19	 165.68 		PREMIUM	6	" 11,928.96 "		
KP1/4D.1/3/50		ZOOM	ICOLO<>DIGO ROAD ODF	KIPEVU HT<>MAKANDESS	1		 2.26 	19	 42.94 		PREMIUM	6	" 3,091.68 "		
KP1/4D.1/3/50		ZOOM	ICOLO<>DIGO ROAD ODF	MAKANDE SS<>DIGO ROAD ODF	1		 5.77 	20	 115.40 		METRO	6	" 8,308.80 "		
KP1/4D.1/3/70		OPTINODE COMMUNICATIONS LIMITED	EADC<>RUARAKA 132 KV SS	EADC <>NEW INDUSTRIAL SS	1		4.59	20	 91.80 		METRO	7	" 7,711.20 "		
KP1/4D.1/3/70		OPTINODE COMMUNICATIONS LIMITED	EADC<>RUARAKA 132 KV SS	NEW INDUSTRIAL SS<>NAIROBI SOUTH SS	1		6.56	20	 131.20 		METRO	7	" 11,020.80 "		
KP1/4D.1/3/70		OPTINODE COMMUNICATIONS LIMITED	EADC<>RUARAKA 132 KV SS	NAIROBI SOUTH SS<>KOMAROCK SS	1		6.3	20	 126.00 		METRO	7	" 10,584.00 "		
KP1/4D.1/3/70		OPTINODE COMMUNICATIONS LIMITED	EADC<>RUARAKA 132 KV SS	KOMAROCK SS<>NCC JUJA ROAD 	1		1.05	20	 21.00 		METRO	7	" 1,764.00 "		
KP1/4D.1/3/70		OPTINODE COMMUNICATIONS LIMITED	EADC<>RUARAKA 132 KV SS	NCC JUJA ROAD<>RUARAKA 132 KV	1		6.1	19	 115.90 		PREMIUM	7	" 9,735.60 "		
KP1/4D.1/3/70		OPTINODE COMMUNICATIONS LIMITED	ICOLO NBO1<>DAGORETTI SS	ICOLO NBO1<>LANGATA SS	1		3.36	20	 67.20 		METRO	8	" 6,451.20 "		
KP1/4D.1/3/70		OPTINODE COMMUNICATIONS LIMITED	ICOLO NBO1<>DAGORETTI SS	LANGATA SS <> KAREN SS	1		7.92	20	 158.40 		METRO	8	" 15,206.40 "		
KP1/4D.1/3/70		OPTINODE COMMUNICATIONS LIMITED	ICOLO NBO1<>DAGORETTI SS	KAREN SS<>DAGORETTI SS	1		11.42	20	 228.40 		METRO	8	" 21,926.40 "		
KP1/4D.1/3/70		OPTINODE COMMUNICATIONS LIMITED	RUARAKA 132 KV SS <> SPLICEBOX  AT JUJA	RUARAKA 132KV SS <> RUIRU SS	1		14.5	18	 261.00 		NON PREMIUM	7	" 21,924.00 "		
KP1/4D.1/3/70		OPTINODE COMMUNICATIONS LIMITED	RUARAKA 132 KV SS <> SPLICEBOX  AT JUJA	RUIRU SS <> SPLICEBOX AT  JUJA	1		10.13	18	 182.34 		NON PREMIUM	7	" 15,316.56 "		
KP1/4D.1/3/45		BOSS TELECOM LIMITED	KAREN SS<>NAIROBI WEST	KAREN SS<>NAIROBI WEST SS	1		 16.74 	20	 334.80 		METRO	6	" 24,105.60 "		
KP1/4D.1/3/45		BOSS TELECOM LIMITED	NAIROBI WEST<>NGONG ROADSS	NAIROBI WEST SS<>NGONG RD SS	1		 5.48 	20	 109.60 		METRO	6	" 7,891.20 "		
KP1/4D.1/3/45		BOSS TELECOM LIMITED	KAREN<>ICOLO	KAREN<>ICOLO	1		 10.27 	20	 205.40 		METRO	6	" 14,788.80 "		
KP1/4D.1/3/45		BOSS TELECOM LIMITED	KAREN<>SPLICE BOX AT EMBULMBUL	KAREN<>SPLICE BOX AT EMBULMBUL	1		 7.00 	18	 126.00 		NON PREMIUM	6	" 9,072.00 "		
KP1/4D.1/3/45		BOSS TELECOM LIMITED	KAREN<>SPLICE BOX AT LENANA	KAREN<>SPLICE BOX AT LENANA	1		 3.50 	18	 63.00 		NON PREMIUM	6	" 4,536.00 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	EADC<>ONGATA RONGAI	EADC<>VILLA FRANCA<>EMBAKASI	1		 5.15 	20	 103.00 		METRO	6	" 7,416.00 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	EADC<>ONGATA RONGAI	EMBAKASI<>NAIROBI WEST SS	1		 9.17 	20	 183.40 		METRO	6	" 13,204.80 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	EADC<>ONGATA RONGAI	NAIROBI WEST<>ONGATA RONGAI	1		 16.74 	20	 334.80 		METRO	6	" 24,105.60 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	LESSOS SS<>RIVATEX SS	LESSOS SS<>RIVATEX SS	1		 33.24 	19	 631.56 		PREMIUM	6	" 45,472.32 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	EADC<>RIVATEX	EADC<>EMBAKASI SS	1		 3.48 	20	 69.60 		METRO	6	" 5,011.20 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	EADC<>RIVATEX	EMBAKASI SS<>NAIVASHA	1		 95.69 	19	" 1,818.11 "		PREMIUM	6	" 130,903.92 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	EADC<>RIVATEX	NAIVASHA<>LANET SS	1		 71.26 	19	" 1,353.94 "		PREMIUM	6	" 97,483.68 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	EADC<>RIVATEX	LANET SS<>MAKUTANO SS	1		 68.20 	19	" 1,295.80 "		PREMIUM	6	" 93,297.60 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	EADC<>RIVATEX	MAKUTANO SS<>LESSOS SS	1		 53.84 	19	" 1,022.96 "		PREMIUM	6	" 73,653.12 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	EADC<>RIVATEX	LESSOS SS<>RIVATEX SS	1		 33.24 	19	 631.56 		PREMIUM	6	" 45,472.32 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	LANET<>SOILO SS	SAFARICOM BTS<>LANET SS	2		 0.57 	19	 21.66 		PREMIUM	6	" 1,559.52 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	LANET<>SOILO SS	LANET SS<>NAKURU DEPOT SS	2		 11.83 	19	 449.54 		PREMIUM	6	" 32,366.88 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	LANET<>SOILO SS	NAKURU DEPOT SS<>SOILO SS	2		 4.10 	19	 155.80 		PREMIUM	6	" 11,217.60 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	ICOLO MBA1<>TELEPHONE HOUSE.DIGO ROAD ODF	DIGO ROAD ODF<>MBARAKI SS			 1.83 	20	 36.60 		METRO	6	" 2,635.20 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	ICOLO MBA1<>TELEPHONE HOUSE.DIGO ROAD ODF	MBARAKI SS<>MAKANDE SS			 4.21 	19	 79.99 		PREMIUM	6	" 5,759.28 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	ICOLO MBA1<>TELEPHONE HOUSE.DIGO ROAD ODF	MAKANDE SS<>KIPEVU HT SS			 2.12 	19	 40.28 		PREMIUM	6	" 2,900.16 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	ICOLO MBA1<>TELEPHONE HOUSE.DIGO ROAD ODF	KIPEVU HT SS<>JOMVU SS			 8.37 	20	 167.40 		METRO	6	" 12,052.80 "		
KP1/4D.1/3/39		VILCOM NETWORKS LIMITED	ICOLO MBA1<>TELEPHONE HOUSE.DIGO ROAD ODF	JOMVU SS<>ICOLO MBA 1			 5.66 	20	 113.20 		METRO	6	" 8,150.40 "		
KP1/4D.1/3/59		ONSITE AFRICA LIMITED	QUEEN OF APOSTLE<>GITHURAI 44 JB	QUEEN OF APOSTLE<>ROYSAMBU SS	1		 2.10 	20	 42.00 		METRO	6	" 3,024.00 "		
KP1/4D.1/3/59		ONSITE AFRICA LIMITED	QUEEN OF APOSTLE<>GITHURAI 44 JB	ROYSAMBU SS<>GITHURAI 44 JB	1		 3.10 	20	 62.00 		METRO	6	" 4,464.00 "		
KP1/4D.1/3/49		RASMILINK LIMITED	EADC <>RUAI KPLC OFFICE	EADC <>NEW INDUSTRIAL 	1		 4.70 	20	 94.00 		METRO	6	" 6,768.00 "		
KP1/4D.1/3/49		RASMILINK LIMITED	EADC <>RUAI KPLC OFFICE	NEW INDUSTRIAL<>NAIROBI SOUTH SS	1		 5.98 	20	 119.60 		METRO	6	" 8,611.20 "		
KP1/4D.1/3/49		RASMILINK LIMITED	EADC <>RUAI KPLC OFFICE	NAIROBI SOUTH SS<>KOMAROCK SS	1		 5.98 	20	 119.60 		METRO	6	" 8,611.20 "		
KP1/4D.1/3/49		RASMILINK LIMITED	EADC <>RUAI KPLC OFFICE	KOMAROCK SS<>RUAI SS	1		 7.76 	20	 155.20 		METRO	6	" 11,174.40 "		
KP1/4D.1/3/49		RASMILINK LIMITED	EADC <>RUAI KPLC OFFICE	RUAI SS<>RUAI KPLC OFFICE	1		 4.21 	20	 84.20 		METRO	6	" 6,062.40 "		
KP1/4D.1/3/49		RASMILINK LIMITED	NAIROBI SOUTH SS<>KOMAROCK SS	NAIROBI SOUTH SS<>KOMAROCK SS	1		 5.98 	20	 119.60 		METRO	6	" 8,611.20 "		
KP1/4D.1/3/47		FIMNET COMMUNICATIONS LTD	RAGATI SS<>KILELLESHWA SS	RAGATI SS<>NGONG ROAD SS	1		 2.72 	20	 54.40 		METRO	6	" 3,916.80 "		
KP1/4D.1/3/47		FIMNET COMMUNICATIONS LTD	RAGATI SS<>KILELLESHWA SS	NGONG ROAD SS<>KILELESHWA SS	1		 4.50 	20	 90.00 		METRO	6	" 6,480.00 "		
KP1/4D.1/3/47		FIMNET COMMUNICATIONS LTD	PAIX<>NAIROBI WEST SS	PAIX<>RAGATI SS	1		 1.00 	20	 20.00 		METRO	6	" 1,440.00 "		
KP1/4D.1/3/47		FIMNET COMMUNICATIONS LTD	PAIX<>NAIROBI WEST SS	RAGATI SS<>NGONG ROAD SS	1		 2.70 	20	 54.00 		METRO	6	" 3,888.00 "		
KP1/4D.1/3/47		FIMNET COMMUNICATIONS LTD	PAIX<>NAIROBI WEST SS	NGONG ROAD SS<>NAIROBI WEST SS	1		 5.39 	20	 107.80 		METRO	6	" 7,761.60 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	EADC <>MUSAGA SS	EADC <>EMBAKASI SS	1		 4.00 	20	 80.00 		METRO	6	" 5,760.00 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	EADC <>MUSAGA SS	EMBAKASI SS <>NAIVASHA SS	1		 95.47 	19	" 1,813.93 "		PREMIUM	6	" 130,602.96 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	EADC <>MUSAGA SS	NAIVASHA SS<>LANET SS	1		 71.23 	19	" 1,353.37 "		PREMIUM	6	" 97,442.64 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	EADC <>MUSAGA SS	LANET SS<>MAKUTANO SS	1		 71.47 	19	" 1,357.93 "		PREMIUM	6	" 97,770.96 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	EADC <>MUSAGA SS	MAKUTANO SS<>LESSOS SS	1		 53.83 	19	" 1,022.77 "		PREMIUM	6	" 73,639.44 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	EADC <>MUSAGA SS	LESSOS SS<>MUSAGA SS	1		 71.28 	19	" 1,354.32 "		PREMIUM	6	" 97,511.04 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	RABAI SS <>ICOLO MBA1	RABAI SS <>JOMVU SS	1		 11.28 	20	 225.60 		METRO	6	" 16,243.20 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	RABAI SS <>ICOLO MBA2	JOMVU SS<>MIRITINI SS	1		 4.27 	20	 85.40 		METRO	6	" 6,148.80 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	RABAI SS <>ICOLO MBA3	MIRITINI SS<>ICOLO MBA1	1		 1.51 	20	 30.20 		METRO	6	" 97,770.96 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	EADC <>RUARAKA DEPOT	EADC <>EMBAKASI  SS	1		 4.60 	20	 92.00 		METRO	6	" 6,624.00 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	EADC <>RUARAKA DEPOT	EMBAKASI  SS<>DANDORA SS	1		 13.75 	20	 275.00 		METRO	6	" 19,800.00 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	EADC <>RUARAKA DEPOT	DANDORA SS<>NCC JUJA  ROAD	1		 1.84 	20	 36.80 		METRO	6	" 2,649.60 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	EADC <>RUARAKA DEPOT	NCC JUJA  ROAD<>RUARAKA 132 SS	1		 6.10 	20	 122.00 		METRO	6	" 8,784.00 "		
KP1/4D.1/3/60		RAIN COMMUNICATIONS LTD	EADC <>RUARAKA DEPOT	RUARAKA 132 SS<>RUARAKA DEPOT	1		 7.80 	20	 156.00 		METRO	6	" 11,232.00 "		
KP1/4D.1/3/42		NEXT THING NETWORKS LTD	ATHI RIVER SS <>OLD KITENGELA OFFICE	ATHI RIVER SS <>EPZ SS 	1		 2.68 	20	 53.60 		METRO	6	" 3,859.20 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	EADC- NAIVASHA 132 KV SS	EADC -EMBAKASI SS	1		4.05	20	 81.00 		METRO	10	" 9,720.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	EADC- NAIVASHA 132 KV SS	EMBAKASI SS - NAIVASHA 132 KV SS	1		95.69	19	" 1,818.11 "		PREMIUM	10	" 218,173.20 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	KIGANJO  SS - NYERI TH	KIGANJO SS - RURINGU SS	1		14.57	18	 262.26 		NON PREMIUM	10	" 31,471.20 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	KIGANJO  SS - NYERI TH	RURINGU SS - NYERI STIMA	1		4.69	18	 84.42 		NON PREMIUM	10	" 10,130.40 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	KIGANJO  SS - NYERI TH	NYERI STIMA - NYERI TH	1		0.48	18	 8.64 		NON PREMIUM	10	" 1,036.80 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NEW KUTUS - KARATINA SS	NEW KUTUS - KARATINA SS	1		44.44	18	 799.92 		NON PREMIUM	10	" 95,990.40 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	JOOUST - SIAYA TH	JOOUST - SIAYA TH	1		32.375	18	 582.75 		NON PREMIUM	10	" 69,930.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	CHAVAKALI SS - CHEPTULU SS	CHAVAKALI SS - CHEPTULU SS	1		17.91	18	 322.38 		NON PREMIUM	10	" 38,685.60 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	CHAVAKALI SS - NOFBI INTERCEPT POINT	CHAVAKALI SS - NOFBI INTERCEPT POINT	4		1.3	18	 93.60 		NON PREMIUM	10	" 11,232.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	CHEPTULU SS - KAFUCO SS	CHEPTULU SS - KAFUCO SS	1		2.1	18	 37.80 		NON PREMIUM	10	" 4,536.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	ICOLO NAIROBI - CUEA	ICOLO NAIROBI - CUEA	2		0.79	20	 31.60 		METRO	10	" 3,792.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	RUARAKA 132(ROYSAMBU) - KENYATTA UNIVERSITY	RUARAKA(ROYSAMBU)-(KU) 	1		10.39	20	 207.80 		METRO	10	" 24,936.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	RUARAKA 132 (ROYSAMBU) - KIST	RUARAKA 132 (ROYSAMBU) - KIST	1		17.06	20	 341.20 		METRO	10	" 40,944.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	CHEMOSIT SS - KERICHO DEPOT SS - KERICHO TH	CHEMOSIT SS - KERICHO DEPOT SS - KERICHO TH	1		22.43	18	 403.74 		NON PREMIUM	10	" 48,448.80 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	CHEMOSIT SS - VARSITY PLAZA KISUMU	CHEMOSIT SS - MUHORONI SS	1		31.74	18	 571.32 		NON PREMIUM	10	" 68,558.40 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	CHEMOSIT SS - VARSITY PLAZA KISUMU	MUHORONI SS - MAMBOLEO SS	1		49.61	18	 892.98 		NON PREMIUM	10	" 107,157.60 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	CHEMOSIT SS - VARSITY PLAZA KISUMU	MAMBOLEO SS - KISUMU EAST SS	1		7.98	18	 143.64 		NON PREMIUM	10	" 17,236.80 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	CHEMOSIT SS - VARSITY PLAZA KISUMU	KISUMU EAST SS - KISUMU E/HOUSE	1		4.41	18	 79.38 		NON PREMIUM	10	" 9,525.60 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	CHEMOSIT SS - VARSITY PLAZA KISUMU	KISUMU E/HOUSE - VARSITY PLAZA 	1		0.5	18	 9.00 		NON PREMIUM	10	" 1,080.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NAIVASHA 132 KV SS - NAROK TH	NAIVASHA 132 KV SS - OLKARIA 1 AU	1		23.51	19	 446.69 		PREMIUM	10	" 53,602.80 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NAIVASHA 132 KV SS - NAROK TH	OLKARIA 1AU - SUSWA 400 KV SS - NAROK 33 KV SS	1		95.42	19	" 1,812.98 "		PREMIUM	10	" 217,557.60 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NAIVASHA 132 KV SS - NAROK TH	NAROK 33 KV SS - NAROK TH	1		0.68	18	 12.24 		NON PREMIUM	10	" 1,468.80 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	BOMET TH - BOMET UNIVERSITY	BOMET TH - BOMET OFFICE	1		0.685	18	 12.33 		NON PREMIUM	10	" 1,479.60 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	BOMET TH - BOMET UNIVERSITY	BOMET OFFICE - BOMET SS	1		0.9	18	 16.20 		NON PREMIUM	10	" 1,944.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	BOMET TH - BOMET UNIVERSITY	BOMET SS - BOMET UNIVERSITY	1		1.7	18	 30.60 		NON PREMIUM	10	" 3,672.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	CHEMOSIT SS - BOMET UNIVERSITY	CHEMOSIT SS - LITEIN SS	1		11.4	18	 205.20 		NON PREMIUM	10	" 24,624.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	CHEMOSIT SS - BOMET UNIVERSITY	LITEIN SS - MOGOGOSIEK SS	1		14	18	 252.00 		NON PREMIUM	10	" 30,240.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	CHEMOSIT SS - BOMET UNIVERSITY	MOGOSGOSIEK SS - BOMET SS	1		26.9	18	 484.20 		NON PREMIUM	10	" 58,104.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	CHEMOSIT SS - BOMET UNIVERSITY	BOMET SS - BOMET UNIVERSITY	1		1.7	18	 30.60 		NON PREMIUM	10	" 3,672.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NAIVASHA 132 KV SS - NAKURU TH	NAIVASHA 132 KV SS - LANET SS	1		71	19	" 1,349.00 "		PREMIUM	10	" 161,880.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NAIVASHA 132 KV SS - NAKURU TH	LANET SS -E/HOUSE NAKURU	1		9.7	19	 184.30 		PREMIUM	10	" 22,116.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NAIVASHA 132 KV SS - NAKURU TH	E/HOUSE NAKURU - NAKURU TH	1		0.5	19	 9.50 		PREMIUM	10	" 1,140.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	KISII 132 SS (KEGATI) - KISII TH	KISII 132 SS (KEGATI) - KISII DEPOT	1		14	18	 252.00 		NON PREMIUM	10	" 30,240.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	KISII 132 SS (KEGATI) - KISII TH	KISII DEPOT - KISII TOWN OFFICE	1		2.2	18	 39.60 		NON PREMIUM	10	" 4,752.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	KISII 132 SS (KEGATI) - KISII TH	KISII TOWN OFFICE - KISII TH	1		1.43	18	 25.74 		NON PREMIUM	10	" 3,088.80 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NAKURU TH - EGERTON UNIVERSITY NJORO	NAKURU TH - E/HOUSE NAKURU	1		0.3	19	 5.70 		PREMIUM	10	 684.00 		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NAKURU TH - EGERTON UNIVERSITY NJORO	E/HOUSE NAKURU - NAKURU DEPOT	1		3.99	19	 75.81 		PREMIUM	10	" 9,097.20 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NAKURU TH - EGERTON UNIVERSITY NJORO	NAKURU DEPOT - SOILO SS	1		4.11	19	 78.09 		PREMIUM	10	" 9,370.80 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NAKURU TH - EGERTON UNIVERSITY NJORO	SOILO SS - NJORO SS	1		16.35	18	 294.30 		NON PREMIUM	10	" 35,316.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NAKURU TH - EGERTON UNIVERSITY NJORO	NJORO SS - EGERTON UNIVERSITY	1		4.9	18	 88.20 		NON PREMIUM	10	" 10,584.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	MOMBASA TH - MALINDI DEPOT	MOMBASA TH - KILIFI SS	1		74.49	20	" 1,489.80 "		METRO	10	" 178,776.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	MOMBASA TH - MALINDI DEPOT	KILIFI SS - MALINDI DEPOT	1		62.3	18	" 1,121.40 "		NON PREMIUM	10	" 134,568.00 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	KONZA 132 KV SS - KONZA DATA CENTER	KONZA SS - KONZA DATA CENTER	2		8.87	19	 337.06 		PREMIUM	10	" 40,447.20 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NEW KUTUS SS- MURANGA UNIVERSITY	NEW KUTUS  SS- MURANGA SS	1		39.86	18	 717.48 		NON PREMIUM	10	" 86,097.60 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NEW KUTUS SS- MURANGA UNIVERSITY	MURANGA SS - MURANGA UNIVERSITY	1		2.67	18	 48.06 		NON PREMIUM	10	" 5,767.20 "		
KP1/4D.1/3/13		KENYA EDUCATION NETWORK	NEW KUTUS SS - EMBU UNIVERSITY	NEW KUTUS SS - MURANGA UNIVERSITY	1		13.19	18	 237.42 		NON PREMIUM	10	" 28,490.40 "		
KP1/4D.1/3/34		NOVIA EAST AFRICA LIMITED	RUARAKA SS - RUIRU SS	RUARAKA SS - RUIRU SS	1		14.546	18	 261.83 		NON PREMIUM	10	" 31,419.36 "		
KP1/4D.1/3/63		ATIS TELCOM LIMITED 	KETRACO SULTAN HAMUD SS - SULTAN HAMUD TKL EXCHANGE	KETRACO SULTAN HAMUD SS - SULTAN HAMUD TKL EXCHANGE	1		7.14	18	 128.52 		NON PREMIUM	6	" 9,253.44 "		
KP1/4D.1/3/15		KENYA AIRWAYS PLC	KQ HQ 1 - KQ PRIDE CENTER 2	KQ HQ 1 - KQ PRIDE CENTER 2	4		1.411	27	 152.39 		IRU	10	" 18,286.56 "		
KP1/4D.1/3/15		KEMNET TECHNOLOGIES LIMITED	EMBAKASI SS - KEMNET MANHOLE (ATHI RIVER SHANGHAI RD) 	EMBAKASI SS - KEMNET MANHOLE (ATHI RIVER SHANGHAI RD) 	1		19.16	18	 344.88 		NON PREMIUM	6	" 24,831.36 "		
KP1/4D.1/3/40		SEACOM KENYA LIMITED	ICOLO  MSA - NYALI SS	ICOLO MSA -MIRITINI -JOMVU SS	2		6.01	24	 288.48 		NON PREMIUM	1	" 3,461.76 "		
KP1/4D.1/3/40		SEACOM KENYA LIMITED	ICOLO  MSA - NYALI SS	JOMVU SS - KIPEVU HT SS	2		8.37	25	 418.50 		PREMIUM	1	" 5,022.00 "		
KP1/4D.1/3/40		SEACOM KENYA LIMITED	ICOLO  MSA - NYALI SS	KIPEVU HT SS - MAKANDE SS	2		2.04	25	 102.00 		PREMIUM	1	" 1,224.00 "		
KP1/4D.1/3/40		SEACOM KENYA LIMITED	ICOLO  MSA - NYALI SS	MAKANDE SS - NYALI SS	2		7.06	26	 367.12 		METRO	1	" 4,405.44 "		
KP1/4D.1/3/40		SEACOM KENYA LIMITED	RABAI SS -SEACOM CLS MOMBASA	RABAI SS - KIPEVU SS 	2		18	25	 900.00 		PREMIUM	2	" 21,600.00 "		
KP1/4D.1/3/40		SEACOM KENYA LIMITED	RABAI SS -SEACOM CLS MOMBASA	KIPEVU SS -  MAKANDE SS	2		2.2	25	 110.00 		PREMIUM	2	" 2,640.00 "		
KP1/4D.1/3/40		SEACOM KENYA LIMITED	RABAI SS -SEACOM CLS MOMBASA	MAKANDE SS - MBARAKI SS	2		4.7	26	 244.40 		METRO	2	" 5,865.60 "		
KP1/4D.1/3/40		SEACOM KENYA LIMITED	RABAI SS -SEACOM CLS MOMBASA	MBARAKI SS - DIGO RD ODF	2		2	26	 104.00 		METRO	2	" 2,496.00 "		
KP1/4D.1/3/40		SEACOM KENYA LIMITED	RABAI SS -SEACOM CLS MOMBASA	DIGO RD ODF - SEACOM CLS	2		1.26	26	 65.52 		METRO	2	" 1,572.48 "		
KP1/4D.1/3/40		SEACOM KENYA LIMITED	EADC - IX AFRICA LTD	EADC 1ST FLR - EADC POLE MONT ODF	2		0.57	26	 29.64 		METRO	2	 711.36 		
KP1/4D.1/3/40		SEACOM KENYA LIMITED	EADC - IX AFRICA LTD	EADC POLE MOUNT ODF - VILLA FRANCA SS	2		1.38	26	 71.76 		METRO	2	" 1,722.24 "		
KP1/4D.1/3/40		SEACOM KENYA LIMITED	EADC - IX AFRICA LTD	VILLA FRANCA SS - IX AFRICA DATA CENTER	2		2.12	26	 110.24 		METRO	2	" 2,645.76 "		
KP1/4D.1/3/71		VENNET SOLUTIONS LIMITED	EADC <> KOMAROCK SS	EADC <>NEW INDUSTRIAL SS	1		4.64	20	 92.80 		METRO	7	" 7,795.20 "		
KP1/4D.1/3/71		VENNET SOLUTIONS LIMITED	EADC <> KOMAROCK SS	NEW INDUSTRIAL SS<>NAIROBI SOUTH SS	1		6.8	20	 136.00 		METRO	7	" 11,424.00 "		
KP1/4D.1/3/71		VENNET SOLUTIONS LIMITED	EADC <> KOMAROCK SS	NAIROBI SOUTH SS <> KOMAROCK SS	1		6	20	 120.00 		METRO	7	" 10,080.00 "		
